,Id,Name,Nationality,Gender,DateAcquired
15229,686,Sándor (Alexander) Bortnyik,Hungarian,Male,1985
15247,687,Fritz Boscovits,Swiss,Male,1985
15248,688,Derek Boshier,British,Male,1965
15249,689,Richard Bosman,Australian,Male,1988
15298,690,Michael P. Bosniak,American,Male,0
15299,691,Rodolphe-Théophile Bosshard,Swiss,Male,1964
15301,692,Check  Boterf,American,Male,1969
15302,693,Fernando Botero,Colombian,Male,1976
15306,694,Dorr Bothwell,American,Female,1948
15307,696,Mario Botta,Swiss,Male,1987
15341,697,Kenneth J. Botto,American,Male,1989
15344,698,Édouard Boubat,French,Male,1964
15349,699,René Robert Bouché,American,Male,1957
15352,700,Jean Boucher,French,Male,1960
15353,701,Alice Boughton,American,Female,1942
15354,702,Bouillon,French,0,1956
15355,703,Firmin Bouisset,French,Male,1956
15358,704,Bart Boumans,Dutch,Male,1974
15361,705,Christine Boumeester,Dutch,Female,1951
15362,706,Louis Bouquet,French,Male,1949
15363,707,Harry Bouras,American,Male,1971
15370,708,Émile-Antoine Bourdelle,French,Male,1978
15374,709,Jouineau Bourduge,French,0,1961
15375,710,Louise Bourgeois,American,Female,1993
18711,711,Fergus Bourke,Irish,Male,1971
18718,712,Margaret Bourke-White,American,Female,1964
18783,713,Samuel Bourne,British,Male,1988
18785,714,J. Bouski,Polish,0,1943
18786,715,Jean-Louis Boussingault,French,Male,1954
18789,716,Henri Boutet,French,Male,1958
18790,717,Boutrou,French,0,1956
18791,718,Lynn Bowers,American,Male,1970
18792,719,Frank Bowling,British,Male,1974
18793,720,Stanley Boxer,American,Male,1980
18795,721,Fiske Boyd,American,Male,1951
18796,722,Fionnuala Boyd,British,Female,0
18797,723,James Henderson Boyd,Canadian,Male,1967
18799,724,Mark Boyle,British,Male,1980
18800,725,James Boynton,American,Male,1981
18841,726,Paul Brach,American,Male,1969
18857,727,Angel Bracho,Mexican,Male,1942
18861,728,M. Leone Bracker,American,Male,1940
18862,729,Su Braden,British,Female,1977
18863,730,Martin Bradley,British,Male,1959
18864,731,Paul Bradley,American,Male,0
18865,732,William Bradley,American,Male,1960
18874,733,Dove Bradshaw,American,Male,1988
18876,734,Mathew B. Brady (studio of),American,Male,1991
18934,736,Joe Brainard,American,Male,1968
18940,737,Emile Branchard,American,Male,1935
18943,738,Constantin Brâncuși,French,Male,1991
18976,739,Hans Brand,German,Male,1982
18983,740,Bill Brandt,British,Male,1964
19088,741,Marianne Brandt,German,Female,1997
19105,742,Robert Brandwein,American,Male,0
19106,743,Frank Brangwyn,British,Male,1968
19107,744,Georges Braque,French,Male,1960
19283,745,Brassaï (Gyula Halász),French,Male,1989
19395,746,John Randall Bratby,British,Male,1959
19396,747,Pieter Brattinga,Dutch,Male,1960
19404,749,Adolphe Braun,French,Male,1982
19410,750,Braun et Compagnie,French,Male,1982
19412,751,Victor Brauner,Romanian,Male,1967
19423,752,Troy Brauntuch,American,Male,1983
19425,753,Claudio Bravo,Chilean,Male,1978
19428,755,Stipe Brčić,Croatian,Male,1985
19429,756,George Brecht,American,Male,1967
19652,757,Charles H. Breed,American,Male,1986
19657,758,Robert Breer,American,Male,1974
19660,759,Carl-Arne Breger,Swedish,Male,1967
19661,760,K. P. Brehmer,German,Male,1973
19671,761,Raymond Breinin,American,Male,1939
19672,762,Joseph Breitenbach,American,Male,1943
19681,763,Bjorn G. Breitholtz,Swedish,Male,1960
19682,764,Uwe Bremer,German,Male,1969
19690,766,Miguel Bresciano,Uruguayan,Male,1968
19691,767,Rodolphe Bresdin,French,Male,1962
19704,768,André Breton,French,Male,1964
19709,769,Marcel Breuer,American,Male,1997
19739,771,William Brice,American,Male,1978
19769,772,Charles D. Briddell,American,Male,1948
19771,773,Marilyn Bridges,American,Female,1993
19776,774,Barry Bridgwood,American,Male,1990
19777,775,G. Stanislaus Brien,British,0,1936
19778,776,Judson Briggs,American,Male,0
19779,777,Anne W. Brigman,American,Female,1961
19782,778,Serge Brignoni,Swiss,Male,1947
19784,779,Denis Brihat,French,Male,1981
19786,780,Enrique Brinkmann,Spanish,Male,1963
19787,781,Horace Bristol,American,Male,1992
19790,782,L. N. Britton,American,0,1963
19791,783,René Brô,French,Male,1962
19792,784,John Brockman,American,Male,0
19793,785,Gottfried Brockmann,German,Male,1973
19795,787,Gandy Brodie,American,Male,1961
19796,788,Alexey Brodovitch,American,Male,1944
19808,789,Alexander Brodsky,Russian,Male,0
19809,790,Jürgen Brodwolf,Swiss,Male,1959
19813,791,Stephen Brody,American,Male,0
19814,792,Horace Brodzky,American,Male,1978
19816,793,Stig Brøgger,Danish,Male,1970
19817,794,Robert Broner,American,Male,1970
19822,795,Marcel Broodthaers,Belgian,Male,1982
19914,796,Alexander Brook,American,Male,1935
19922,797,John Brook,American,Male,1960
19924,798,James Brooks,American,Male,1934
19929,799,Milton Brooks,American,Male,1942
19930,800,Wendell Brooks,American,Male,1963
19931,801,Harry Brorby,American,Male,1952
19932,802,Joan Brossa,Spanish,Male,1989
19938,803,Gary Stephen Brotmeyer,American,Male,1982
19942,804,Arthur William Brown,American,Male,1943
19943,805,Gustav A. Brown,American,Male,1972
19944,806,James Brown,American,Male,1991
20006,807,Joan Brown,American,Female,1960
20008,808,Kathan Brown,American,Female,1971
20009,809,Margaret DeM Brown,American,Female,0
20010,810,Ray Brown,American,Male,1969
20011,811,Roger Brown,American,Male,1984
20036,814,Byron Browne,American,Male,1978
20039,815,Colleen Browning,American,Female,1976
20040,816,Robert Brownjohn,American,Male,1988
20117,817,Kenneth Brozen,American,Male,2001
20120,818,Roser Llop Bru,Chilean,Female,1968
20122,819,Salvador Bru,Chilean,Male,1974
20143,820,Jon O. Brubaker,American,Male,1983
20144,821,Patrick Henry Bruce,American,Male,1978
20145,822,Anton Bruehl,American,Male,1938
20151,824,Francis Bruguière,American,Male,1964
20159,825,Paul Brühwiler,Swiss,Male,1988
20161,826,William Brui,Israeli,Male,1973
20190,827,Brumhoff,Nationality unknown,0,1950
20191,828,Donald Brun,Swiss,Male,1994
20194,829,Peter Brüning,German,Male,1971
20198,830,Robert Brunner,American,Male,1984
20199,831,Albin Brunovsky,Slovak,Male,1981
20200,832,Norman Bruns,American,Male,0
20201,833,Günter Brus,Austrian,Male,1990
20243,834,Grisha Bruskin,Russian,Male,1989
20250,835,Wim Brusse,Dutch,Male,1944
20252,836,William Bryant,American,Male,1977
20253,837,Camille Bryen,French,Male,1976
20259,838,Tadeusz Brzozowski,Polish,Male,1964
20260,839,Gernot Bubenik,German,Male,1967
20272,840,Boris Bućan,Croatian,Male,1982
20294,841,Erich Buchegger,Austrian,Male,1961
20295,842,Gustave Buchet,Swiss,Male,1985
20296,843,Carl Buchheister,German,Male,1967
20299,844,Erich Buchholz,German,Male,1985
20303,845,John Buck,American,Male,1993
20305,846,Peer Bücking,German,0,1988
20306,847,John Buckland-Wright,British,Male,1951
20317,848,Peter H. Buckley,American,Male,1975
20321,849,Stephen Buckley,British,Male,1977
20322,850,David Budd,American,Male,1963
20325,851,Dan Budnik,American,Male,1985
20329,852,Budry,Greek,0,1943
20330,853,Eugene Buechel,American,Male,1977
20372,854,Alice Standish Buell,American,Female,1940
20373,855,Bernard Buffet,French,Male,1954
20376,856,Fritz Bühler,Swiss,Male,1987
20380,857,Felix Buhot,French,Male,1985
20381,858,Adam Bujak,Polish,Male,1986
20382,860,John G. Bullock,American,Male,1975
20407,861,Wynn Bullock,American,Male,1977
20447,862,Torun Bülow-Hübe,Swedish,Female,1984
20449,863,Louis Bunce,American,Male,1967
20467,864,Willi Bunkowski,German,Male,1980
20468,865,Édouard-Wilfred Buquet,French,Male,1977
20469,866,Pierre Buraglio,French,Male,1990
20470,867,Pablo Burchard,Chilean,Male,1951
20471,869,Max Burchartz,German,Male,1968
20512,870,Charles Burchfield,American,Male,1930
20525,871,Chris Burden,American,Male,1987
20581,873,Daniel Buren,French,Male,1982
20632,874,Bill Burke,American,Male,1975
20636,875,Burkhard,Swiss,0,1983
20637,876,Paul Burlin,American,Male,1967
20640,877,David Burliuk,Ukrainian,Male,2001
20643,878,Ian Burn,Australian,Male,1969
20644,879,Edward Burne-Jones,British,Male,1964
20732,880,Deirdre Burnett,British,Female,1975
20735,881,Joseph Burnett,American,Male,1951
20736,882,Marsha Burns,American,Female,1978
20737,883,Edward Burra,British,Male,1948
20739,884,Alberto Burri,Italian,Male,1968
20752,885,René Burri,Swiss,Male,1964
20768,886,Larry Burrows,British,Male,1971
20774,888,Richmond Burton,American,Male,1990
20777,889,Scott Burton,American,Male,1981
20782,890,Pol Bury,Belgian,Male,1967
20828,892,Andrew Foster Bush,American,Male,1983
20829,893,Jack Bush,Canadian,Male,1967
20836,894,Wolf von dem Bussche,American,Male,1979
20839,895,Solomon D. Butcher,American,Male,1964
20847,898,Frances Butler,American,Female,1983
20849,899,Horacio A. Butler,Argentine,Male,0
20850,900,Reg Butler,British,Male,1953
20862,901,Elizabeth Butterworth,British,Female,1979
20863,902,James Lee Byars,American,Male,1965
20881,903,Michael Byron,American,Male,1988
20882,904,C.N. and Company,British,0,1976
20883,905,Roland Cabot,Brazilian,Male,1964
20884,906,Luigi Caccia Dominioni,Italian,Male,1956
20887,907,Cadavre Exquis,French,0,0
20888,908,John Cadenhead,American,Male,1965
20889,909,Paul Cadmus,American,Male,1960
20928,910,Poul Cadovius,Danish,Male,0
20929,911,Deborah Fleming Caffery,American,Female,1985
20934,912,John Cage,American,Male,1970
21000,913,Corrado Cagli,Italian,Male,1947
21003,914,Miriam Cahn,Swiss,Female,1986
21005,915,Marcelle Cahn,French,Female,1964
21006,916,Fred Cain,American,Male,1974
21007,917,José Milner Cajahuaringa,Peruvian,Male,1968
21008,918,Charles Cajori,American,Male,1967
21009,919,Letterio Calapai,American,Male,0
21010,920,Nicolas Calas,American,Male,1977
21011,921,Lawrence Calcagno,American,Male,1969
21012,922,Alexander Calder,American,Male,1966
21305,923,Dale R. Caldwell,American,Male,0
21306,924,Harry Callahan,American,Male,1983
21553,925,Kenneth Callahan,American,Male,1946
21554,926,Mary Callery,American,Female,1991
21556,927,Edwin Calligan,British,Male,1937
21557,928,Jo Ann Callis,American,Female,1992
21560,931,"P. E. Camerer, St. Paul, MN",American,0,1948
21561,932,Julia Margaret Cameron,British,Female,1989
21578,933,Julio Camino Sanchez,Peruvian,Male,1969
21579,934,Luis Camnitzer,Uruguayan,Male,1967
21624,935,Charles Camoin,French,Male,1953
21626,937,Nickie Campbell,American,0,0
21627,938,Jewett Campbell,American,Male,1942
21628,939,Steven Campbell,British,Male,1988
21630,940,Heinrich Campendonk,German,Male,0
21643,941,Antonia Campi,Italian,Female,1965
21645,942,Massimo Campigli,Italian,Male,1954
21682,944,Peter Campus,American,Male,1992
21689,945,Vincent Canadé,American,Male,1936
21693,946,Antonio Cañavate Gómez,Spanish,Male,1995
21695,947,John Candelario,American,Male,1954
21715,948,Louis Cane,French,Male,1976
21716,949,Giacomo Caneva,Italian,Male,1986
21717,950,Johannes Canis,German,Male,1977
21724,952,Rafael Canogar,Spanish,Male,1986
21753,953,Domenico Cantatore,Italian,Male,1958
21754,954,Federico Cantú,Mexican,Male,1974
21755,955,Cornell Capa,American,Male,1959
21759,956,Robert Capa,American,Male,1959
21765,957,Bruno Capacci,Italian,Male,1947
21766,958,Josef Capek,Czech,Male,2010
21767,959,Alfred Capel Cure,British,Male,1983
21948,960,Giuseppe Capogrossi,Italian,Male,1964
21952,961,Paul Caponigro,American,Male,1966
21974,962,Leonetto Cappiello,French,Male,1943
21980,963,Luis B. Caputo Demarco,Argentine,Male,0
21993,964,Aida Carballo,Argentine,Female,1968
21994,965,Miguel-Ángel Cárdenas,Dutch,Male,1981
21997,966,Augustin Càrdenas,Cuban,Male,1964
21998,967,Santiago Cárdenas,Colombian,Male,1993
22002,968,Emil Cardinaux,Swiss,Male,1987
22004,969,José Bernardo Cardoso Jr.,Brazilian,Male,1942
22005,970,Étienne Carjat,French,Male,1964
22013,972,Arthur B. Carles,American,Male,1941
22014,973,C. Carleton,American,0,1940
22015,974,Marie Carlier,French,Female,1964
22016,975,Charles W. Carlson,American,Male,1954
22017,976,Richard Carlson,Australian,Male,1983
22018,977,Jean Carlu,French,Male,1958
22025,978,Natacha Carlu,Nationality unknown,Female,1944
22026,980,Eugenio Carmi,Italian,Male,1965
22044,981,John William Carnell,American,Male,1979
22046,982,Anthony Caro,British,Male,1976
22050,983,Carol,Cuban,0,1980
22051,984,Paolo Carosone,Italian,Male,1966
22055,985,Carpenter,British,0,1936
22060,986,William L. Carqueville,American,Male,1983
22061,987,Carlo Carrà,Italian,Male,1984
22068,988,Mario Carreño,Chilean,Male,1944
22070,989,Clara Carrié,Argentine,Female,1942
22071,990,Eugène Carrière,French,Male,1964
22077,991,Mario Carrieri,Italian,Male,1966
22079,993,Leonora Carrington,British,Female,1948
22084,994,John Carroll,American,Male,1940
22088,996,Patricia Jon Carroll,American,Female,1983
22090,998,Clarence H. Carter,American,Male,1953
22091,999,Paul Carter,American,Male,1941
22092,1000,Henri Cartier-Bresson,French,Male,1963
22398,1001,Flavio de R. Carvalho,Brazilian,Male,1957
22400,1003,Carybé (Hector Bernabó),Brazilian,Male,1969
22447,1004,John Casado,American,Male,1981
22451,1007,Andrea Cascella,Italian,Female,1978
22452,1008,Pietro Cascella,Italian,Male,1968
22453,1009,Jacqueline S. Casey,American,Female,1979
22454,1010,Sydney Cash,American,Male,1981
22455,1011,Casio Computer Co. Ltd.,Japanese,0,1986
22456,1012,Tranquillo Casiraghi,Italian,Male,1966
22457,1013,Felice Casorati,Italian,Male,1949
22468,1014,Karl Caspar,German,Male,0
22474,1015,A. M. Cassandre,French,Male,1936
22527,1016,Mary Cassatt,American,Female,1940
22530,1017,Axel Cassel,French,Male,1985
22531,1019,Herbert Carroll Cassill,American,Male,1952
22532,1021,Rodolfo V Castagna,Argentine,Male,1942
22533,1023,Moshe Elazar Castel,Israeli,Male,1965
22534,1024,Pedro Castelar Báez,Mexican,Male,1942
22535,1025,Enrico Castellani,Italian,Male,1968
22536,1026,Julio Castellanos,Mexican,Male,1942
22539,1027,Federico Castellon,American,Male,1952
22555,1028,Achille Castiglioni,Italian,Male,1997
22563,1029,Pier Giacomo Castiglioni,Italian,Male,0
22564,1030,Fernando Castillo,Mexican,Male,1987
22565,1031,Rosemarie Castoro,American,Female,1980
22567,1033,Vita Castro,Mexican,Female,1969
22568,1034,Enrique Castro-Cid,Chilean,Male,1963
22569,1035,P. H. Caswell,American,0,1970
22570,1036,Umberto Catalano,Italian,Male,0
22571,1037,Elizabeth Catlett,American,Female,1996
22593,1038,Bob Cato,Nationality unknown,Male,1968
22594,1039,Patrick Caulfield,British,Male,1997
22632,1040,Cause,French,0,1956
22633,1041,Alik Cavaliere,Italian,Male,1968
22634,1042,Giorgio Cavallon,American,Male,1968
22641,1043,Cazals,French,Male,1956
22642,1044,Bruno Ceccobelli,Italian,Male,1985
22643,1045,Francis Celentano,American,Male,1966
22644,1046,Stojan Celic,Nationality unknown,Male,1971
22645,1047,Perez Celis,Argentine,Male,1967
22647,1048,Vija Celmins,American,Female,1991
22703,1049,Centrokappa Design and Communication,Italian,0,1983
22704,1050,Edmond Ceria,French,Male,1964
22705,1051,Emilio Cerri,Italian,Male,1950
22706,1052,César (César Baldaccini),French,Male,1961
22714,1053,Paul Cézanne,French,Male,1954
22738,1054,Lynn Chadwick,British,Male,1977
22746,1055,Marc Chagall,French,Male,1952
23907,1056,Roger Chailloux,Dutch,Male,1964
23908,1057,Gaston Chaissac,French,Male,1999
23910,1058,Paul Chaleff,American,Male,1986
23918,1059,Samuel Chamberlain,American,Male,1940
23919,1060,John Chamberlain,American,Male,1993
23927,1062,Chambers,American,0,1940
23928,1063,Martín Chambi,Peruvian,Male,1979
23961,1064,Roger Chancel,French,Male,1958
23977,1065,Bruce Chandler,American,Male,1986
23981,1068,Linda Chapman,American,Female,1978
23982,1069,André Chapon,French,Male,1954
24003,1070,Walter Chappell,American,Male,1959
24011,1071,Serge Charchoune,Russian,Male,1967
24012,1072,Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1964
24019,1073,Sarah Charlesworth,American,Female,1989
24025,1074,Jean Charlot,American,Male,1984
24141,1078,Louisa Chase,American,Female,1991
24147,1080,Theodore Chassériau,French,Male,1940
24148,1081,Roger Chastel,French,Male,1951
24238,1083,Edward Chavez,American,Male,1939
24239,1084,José Chávez Morado,Mexican,Male,1944
24272,1085,Santos Chávez,Chilean,Male,1967
24273,1086,Bernard Cheese,British,Male,1959
24274,1088,Cheng Sha Ping,Chinese,0,1942
24275,1089,Jules Chéret,French,Male,1968
24293,1091,Ivan Chermayeff,American,Male,1987
24297,1092,Norman Cherner,American,Male,1952
24298,1093,Iakov Chernikhov,Russian,Male,1985
24473,1095,Michael Chernyshov,Russian,Male,1987
24474,1096,Lee Chesney,American,Male,1954
24476,1097,Sandro Chia,Italian,Male,1985
24495,1098,Miriam Chiaverini,Brazilian,Female,1967
24497,1099,Judy Chicago,American,Female,1965
24498,1100,John Chick,American,Male,1982
24503,1101,Pietro Chiesa,Italian,Male,2006
24504,1102,Chikuchi Toshio,0,0,1959
24505,1103,Bernard Childs,American,Male,1958
24507,1104,Eduardo Chillida,Spanish,Male,1975
24537,1105,Thomas Chimes,American,Male,1962
24542,1106,Giorgio de Chirico,Italian,Male,1945
24652,1107,Marcel Chirnoaga,Romanian,Male,1970
24653,1108,Anna Chojnacka,Polish,Female,1965
24654,1109,Seiji Chokai,Japanese,Male,1958
24655,1110,Chunghi Choo,American,Female,1980
24657,1111,Gilles-Louis Chrétien,French,Male,1982
24658,1112,William Christenberry,American,Male,1983
24678,1113,Dan Christensen,American,Male,1980
24680,1114,Christo,American,Male,1976
24715,1116,Howard Chandler Christy,American,Male,1963
24723,1117,Halina Chrostowska,Polish,Female,1960
24725,1118,Chryssa,American,Female,1969
24799,1119,Caldecot Chubb,American,Male,1983
24800,1120,John W. Church,American,Male,1971
24802,1122,Seymour Chwast,American,Male,1969
24818,1123,Michael Ciavolino,American,Male,1965
24819,1124,Carmen L. Cicero,American,Male,1962
24821,1125,Roman Cieslewicz,French,Male,1960
24848,1126,Nicolai Cikovsky,American,Male,1940
24849,1128,Carlo Cisventi,Italian,Male,1966
24850,1129,Paul Citroen,Dutch,Male,1983
24855,1130,Minna Citron,American,Female,1952
24860,1132,Pierre Eugène Clairin,French,Male,1964
24862,1133,Larry Clark,American,Male,1982
24889,1134,John Clem Clarke,American,Male,1970
24893,1135,Edna Clarke-Hall,British,Female,1937
24894,1136,José Claudio Da Silva,Brazilian,Male,1958
24895,1137,Carlfriedrich Claus,German,Male,1980
24911,1138,Antoni Clavé,Spanish,Male,1986
24917,1139,Maude Schuyler Clay,American,Female,1985
24918,1140,Cléanthe (Cléante Carr),American,Female,1940
24919,1142,Roman Clemens,Swiss,Male,1957
24920,1143,Gisela Clemens,German,Female,1953
24921,1144,Mildred Leo Clemens,American,Female,1941
24922,1145,Francesco Clemente,Italian,Male,1993
25004,1146,Lucien Clergue,French,Male,1963
25027,1147,Fabrizio Clerici,Italian,Male,1956
25028,1148,Pierre Clerk,Canadian,Male,1973
25030,1150,Henry Cliffe,British,Male,1959
25032,1151,Charles Clifford,British,Male,1978
25033,1152,William Clift,American,Male,1975
25046,1153,Paul Clinton,American,Male,1974
25048,1155,Carroll Cloar,American,Male,1948
25051,1156,Chuck Close,American,Male,1996
25101,1157,John Timothy Close,American,Male,1985
25102,1158,Emile Clouet,French,Male,1954
25103,1159,Prunella Clough,British,Female,1993
25108,1160,Stanley T. Clough,American,Male,1943
